OBJECTID,MOID,MOTYPE,SELCODE,DSPCODE,UDFTYPE,LDMTYPE,ID,DESCRIPT,YR_INST,YR_RETIRE,ZONE,MATERIAL,LINING,COST_ID,PHASE,ID_1,LENGTH,DIAMETER,ROUGHNESS,MINORLOSS,TOTALIZER,CHK_VALVE,ID_12,DIRECTION,RUN_DIAM,RUN_LENGTH,RUN_ROUGH,FLOW,VELOCITY,HEADLOSS,HL1000,STATUS,MAX_FLOW,MIN_FLOW,AVE_FLOW,MAX_VELOC,MIN_VELOC,AVE_VELOC,MAX_HDLOSS,MIN_HDLOSS,AVE_HDLOSS,SHAPE_Length,Crtical_Xing
113,P1011,0,,,,,P1011,Asbestos Cement,,,,,,,,P1011,13.59322959,6,130,,0,0,P1011,-1,6,13.59,130,11.45,0.13,0,0.02,1,11.45,11.45,11.45,0.13,0.13,0.13,0,0,0,13.59322959,0
114,P1013,0,,,,,P1013,Asbestos Cement,,,,,,,,P1013,502.7149262,6,130,,0,0,P1013,-1,6,502.71,130,19.91,0.23,0.03,0.05,1,19.91,19.91,19.91,0.23,0.23,0.23,0.03,0.03,0.03,502.7149262,0
115,P1015,0,,,,,P1015,Cast Iron,,,,,,,,P1015,108.5799324,6,130,,0,0,P1015,-1,6,108.58,130,21.44,0.24,0.01,0.06,1,21.44,21.44,21.44,0.24,0.24,0.24,0.01,0.01,0.01,108.5799324,0
116,P1017,0,,,,,P1017,Cast Iron,,,,,,,,P1017,287.1336652,6,130,,0,0,P1017,-1,6,287.13,130,21.86,0.25,0.02,0.06,1,21.86,21.86,21.86,0.25,0.25,0.25,0.02,0.02,0.02,287.1336652,1
117,P1019,0,,,,,P1019,Cast Iron,,,,,,,,P1019,24.81049426,6,130,,0,0,P1019,-1,6,24.81,130,21.86,0.25,0,0.06,1,21.86,21.86,21.86,0.25,0.25,0.25,0,0,0,24.81049426,1
118,P1021,0,,,,,P1021,Asbestos Cement,,,,,,,,P1021,21.53579438,6,130,,0,0,P1021,-1,6,21.54,130,7.45,0.08,0,0.01,1,7.45,7.45,7.45,0.08,0.08,0.08,0,0,0,21.53579438,0
119,P1023,0,,,,,P1023,Asbestos Cement,,,,,,,,P1023,369.6396248,6,130,,0,0,P1023,-1,6,369.64,130,7.45,0.08,0,0.01,1,7.45,7.45,7.45,0.08,0.08,0.08,0,0,0,369.6396248,0
120,P1025,0,,,,,P1025,Asbestos Cement,,,,,,,,P1025,156.8811313,6,130,,0,0,P1025,-1,6,156.88,130,7.73,0.09,0,0.01,1,7.73,7.73,7.73,0.09,0.09,0.09,0,0,0,156.8811313,0
121,P1027,0,,,,,P1027,Asbestos Cement,,,,,,,,P1027,450.3187218,6,130,,0,0,P1027,-1,6,450.32,130,8.29,0.09,0,0.01,1,8.29,8.29,8.29,0.09,0.09,0.09,0,0,0,450.3187218,0
122,P1029,0,,,,,P1029,Asbestos Cement,,,,,,,,P1029,526.9002055,6,130,,0,0,P1029,-1,6,526.9,130,10.51,0.12,0.01,0.02,1,10.51,10.51,10.51,0.12,0.12,0.12,0.01,0.01,0.01,526.9002055,0
123,P1031,0,,,,,P1031,Asbestos Cement,,,,,,,,P1031,516.1883072,6,130,,0,0,P1031,-1,6,516.19,130,11.34,0.13,0.01,0.02,1,11.34,11.34,11.34,0.13,0.13,0.13,0.01,0.01,0.01,516.1883072,0
124,P1033,0,,,,,P1033,Asbestos Cement,,,,,,,,P1033,342.5833997,6,130,,0,0,P1033,-1,6,342.58,130,12.59,0.14,0.01,0.02,1,12.59,12.59,12.59,0.14,0.14,0.14,0.01,0.01,0.01,342.5833997,0
125,P1035,0,,,,,P1035,Asbestos Cement,,,,,,,,P1035,41.49223507,6,130,,0,0,P1035,1,6,41.49,130,5.28,0.06,0,0,1,5.28,5.28,5.28,0.06,0.06,0.06,0,0,0,41.49223507,0
126,P1037,0,,,,,P1037,Asbestos Cement,,,,,,,,P1037,476.6290482,6,130,,0,0,P1037,1,6,476.63,130,5.28,0.06,0,0,1,5.28,5.28,5.28,0.06,0.06,0.06,0,0,0,476.6290482,0
127,P1039,0,,,,,P1039,Asbestos Cement,,,,,,,,P1039,390.2528129,6,130,,0,0,P1039,1,6,390.25,130,2.09,0.02,0,0,1,2.09,2.09,2.09,0.02,0.02,0.02,0,0,0,390.2528129,0
128,P1041,0,,,,,P1041,Asbestos Cement,,,,,,,,P1041,26.67392697,6,130,,0,0,P1041,1,6,26.67,130,1.39,0.02,0,0,1,1.39,1.39,1.39,0.02,0.02,0.02,0,0,0,26.67392697,0
129,P1045,0,,,,,P1045,,,,,,,,,P1045,641,6,130,0,0,0,P1045,1,6,641,130,1.39,0.02,0,0,1,1.39,1.39,1.39,0.02,0.02,0.02,0,0,0,614.0834536,0
130,P1047,0,,,,,P1047,Asbestos Cement,,,,,,,,P1047,378.2652544,6,130,,0,0,P1047,1,6,378.27,130,1.39,0.02,0,0,1,1.39,1.39,1.39,0.02,0.02,0.02,0,0,0,378.2652544,0
131,P1049,0,,,,,P1049,Cast Iron,,,,,,,,P1049,22.16717454,6,130,,0,0,P1049,-1,6,22.17,130,18.01,0.2,0,0.04,1,18.01,18.01,18.01,0.2,0.2,0.2,0,0,0,22.16717454,0
132,P1051,0,,,,,P1051,Cast Iron,,,,,,,,P1051,287.3418061,6,130,,0,0,P1051,-1,6,287.34,130,18.29,0.21,0.01,0.04,1,18.29,18.29,18.29,0.21,0.21,0.21,0.01,0.01,0.01,287.3418061,0
133,P1053,0,,,,,P1053,Cast Iron,,,,,,,,P1053,87.76071402,6,130,,0,0,P1053,-1,6,87.76,130,18.57,0.21,0,0.05,1,18.57,18.57,18.57,0.21,0.21,0.21,0,0,0,87.76071402,0
134,P1055,0,,,,,P1055,Cast Iron,,,,,,,,P1055,50.64131166,6,130,,0,0,P1055,-1,6,50.64,130,19.26,0.22,0,0.05,1,19.26,19.26,19.26,0.22,0.22,0.22,0,0,0,50.64131166,0
135,P1057,0,,,,,P1057,Cast Iron,,,,,,,,P1057,29.5940339,6,130,,0,0,P1057,-1,6,29.59,130,1.39,0.02,0,0,1,1.39,1.39,1.39,0.02,0.02,0.02,0,0,0,29.5940339,1
136,P1059,0,,,,,P1059,Cast Iron,,,,,,,,P1059,91.93045204,6,130,,0,0,P1059,-1,6,91.93,130,1.39,0.02,0,0,1,1.39,1.39,1.39,0.02,0.02,0.02,0,0,0,91.93045203,1
137,P1061,0,,,,,P1061,Cast Iron,,,,,,,,P1061,530.4227943,6,130,,0,0,P1061,-1,6,530.42,130,23.66,0.27,0.04,0.07,1,23.66,23.66,23.66,0.27,0.27,0.27,0.04,0.04,0.04,530.4227943,1
138,P1063,0,,,,,P1063,Cast Iron,,,,,,,,P1063,32.0622489,6,130,,0,0,P1063,1,6,32.06,130,4.63,0.05,0,0,1,4.63,4.63,4.63,0.05,0.05,0.05,0,0,0,32.0622489,0
139,P1065,0,,,,,P1065,Cast Iron,,,,,,,,P1065,157.0467164,6,130,,0,0,P1065,1,6,157.05,130,4.63,0.05,0,0,1,4.63,4.63,4.63,0.05,0.05,0.05,0,0,0,157.0467164,0
140,P1067,0,,,,,P1067,Cast Iron,,,,,,,,P1067,626.9172311,6,130,,0,0,P1067,1,6,626.92,130,2.82,0.03,0,0,1,2.82,2.82,2.82,0.03,0.03,0.03,0,0,0,626.9172311,0
141,P1069,0,,,,,P1069,Cast Iron,,,,,,,,P1069,39.01814943,6,130,,0,0,P1069,-1,6,39.02,130,30.24,0.34,0,0.11,1,30.24,30.24,30.24,0.34,0.34,0.34,0,0,0,39.01814943,1
142,P1071,0,,,,,P1071,Cast Iron,,,,,,,,P1071,29.49177801,6,130,,0,0,P1071,-1,6,29.49,130,30.24,0.34,0,0.11,1,30.24,30.24,30.24,0.34,0.34,0.34,0,0,0,29.49177801,1
143,P1073,0,,,,,P1073,Cast Iron,,,,,,,,P1073,143.7324379,6,130,,0,0,P1073,-1,6,143.73,130,30.24,0.34,0.02,0.11,1,30.24,30.24,30.24,0.34,0.34,0.34,0.02,0.02,0.02,143.7324379,1
144,P1075,0,,,,,P1075,Cast Iron,,,,,,,,P1075,80.44065235,6,130,,0,0,P1075,-1,6,80.44,130,30.24,0.34,0.01,0.11,1,30.24,30.24,30.24,0.34,0.34,0.34,0.01,0.01,0.01,80.44065235,1
145,P1077,0,,,,,P1077,Cast Iron,,,,,,,,P1077,24.68039997,8,130,,0,0,P1077,-1,8,24.68,130,63.48,0.41,0,0.11,1,63.48,63.48,63.48,0.41,0.41,0.41,0,0,0,24.68039997,1
146,P1079,0,,,,,P1079,Cast Iron,,,,,,,,P1079,231.0736001,8,130,,0,0,P1079,-1,8,231.07,130,63.48,0.41,0.03,0.11,1,63.48,63.48,63.48,0.41,0.41,0.41,0.03,0.03,0.03,231.0736001,1
147,P1081,0,,,,,P1081,Cast Iron,,,,,,,,P1081,139.5442394,8,130,,0,0,P1081,-1,8,139.54,130,65.29,0.42,0.02,0.12,1,65.29,65.29,65.29,0.42,0.42,0.42,0.02,0.02,0.02,139.5442394,1
148,P1083,0,,,,,P1083,Cast Iron,,,,,,,,P1083,200.8872127,8,130,,0,0,P1083,-1,8,200.89,130,53.93,0.34,0.02,0.08,1,53.93,53.93,53.93,0.34,0.34,0.34,0.02,0.02,0.02,200.8872127,1
149,P1085,0,,,,,P1085,Cast Iron,,,,,,,,P1085,49.17224383,8,130,,0,0,P1085,-1,8,49.17,130,54.07,0.35,0,0.08,1,54.07,54.07,54.07,0.35,0.35,0.35,0,0,0,49.17224383,1
150,P1087,0,,,,,P1087,Cast Iron,,,,,,,,P1087,17.30314784,8,130,,0,0,P1087,-1,8,17.3,130,54.07,0.35,0,0.08,1,54.07,54.07,54.07,0.35,0.35,0.35,0,0,0,17.30314784,1
151,P1089,0,,,,,P1089,Asbestos Cement,,,,,,,,P1089,343.8155902,6,130,,0,0,P1089,-1,6,343.82,130,19.19,0.22,0.02,0.05,1,19.19,19.19,19.19,0.22,0.22,0.22,0.02,0.02,0.02,343.8155902,1
152,P1091,0,,,,,P1091,Asbestos Cement,,,,,,,,P1091,281.8074916,6,130,,0,0,P1091,-1,6,281.81,130,19.33,0.22,0.01,0.05,1,19.33,19.33,19.33,0.22,0.22,0.22,0.01,0.01,0.01,281.8074916,1
153,P1093,0,,,,,P1093,Asbestos Cement,,,,,,,,P1093,252.0684287,6,130,,0,0,P1093,-1,6,252.07,130,19.61,0.22,0.01,0.05,1,19.61,19.61,19.61,0.22,0.22,0.22,0.01,0.01,0.01,252.0684287,1
154,P1095,0,,,,,P1095,Asbestos Cement,,,,,,,,P1095,310.3178009,6,130,,0,0,P1095,-1,6,310.32,130,35.59,0.4,0.05,0.15,1,35.59,35.59,35.59,0.4,0.4,0.4,0.05,0.05,0.05,310.3178009,1
155,P1097,0,,,,,P1097,Asbestos Cement,,,,,,,,P1097,67.82301628,6,130,,0,0,P1097,-1,6,67.82,130,35.59,0.4,0.01,0.15,1,35.59,35.59,35.59,0.4,0.4,0.4,0.01,0.01,0.01,67.82301628,1
156,P1099,0,,,,,P1099,Asbestos Cement,,,,,,,,P1099,475.7467214,6,130,,0,0,P1099,-1,6,475.75,130,44.45,0.5,0.11,0.23,1,44.45,44.45,44.45,0.5,0.5,0.5,0.11,0.11,0.11,475.7467214,1
157,P1101,0,,,,,P1101,Asbestos Cement,,,,,,,,P1101,132.8628991,6,130,,0,0,P1101,-1,6,132.86,130,45.15,0.51,0.03,0.24,1,45.15,45.15,45.15,0.51,0.51,0.51,0.03,0.03,0.03,132.8628991,1
158,P1103,0,,,,,P1103,Asbestos Cement,,,,,,,,P1103,22.4341315,6,130,,0,0,P1103,-1,6,22.43,130,45.15,0.51,0.01,0.24,1,45.15,45.15,45.15,0.51,0.51,0.51,0.01,0.01,0.01,22.4341315,1
159,P1105,0,,,,,P1105,Cast Iron,,,,,,,,P1105,241.2895129,6,130,,0,0,P1105,-1,6,241.29,130,70.63,0.8,0.13,0.55,1,70.63,70.63,70.63,0.8,0.8,0.8,0.13,0.13,0.13,241.2895129,1
160,P1107,0,,,,,P1107,Cast Iron,,,,,,,,P1107,81.99473576,6,130,,0,0,P1107,-1,6,81.99,130,71.04,0.81,0.05,0.55,1,71.04,71.04,71.04,0.81,0.81,0.81,0.05,0.05,0.05,81.99473576,1
161,P1109,0,,,,,P1109,Cast Iron,,,,,,,,P1109,28.78990544,6,130,,0,0,P1109,-1,6,28.79,130,71.04,0.81,0.02,0.55,1,71.04,71.04,71.04,0.81,0.81,0.81,0.02,0.02,0.02,28.78990544,1
162,P1111,0,,,,,P1111,PVC,,,,,,,,P1111,33.46596525,8,130,,0,0,P1111,-1,8,33.47,130,26.03,0.17,0,0.02,1,26.03,26.03,26.03,0.17,0.17,0.17,0,0,0,33.46596525,1
163,P1113,0,,,,,P1113,PVC,,,,,,,,P1113,363.658617,8,130,,0,0,P1113,-1,8,363.66,130,26.03,0.17,0.01,0.02,1,26.03,26.03,26.03,0.17,0.17,0.17,0.01,0.01,0.01,363.658617,1
164,P1115,0,,,,,P1115,PVC,,,,,,,,P1115,606.3244399,8,130,,0,0,P1115,-1,8,606.32,130,27.97,0.18,0.01,0.02,1,27.97,27.97,27.97,0.18,0.18,0.18,0.01,0.01,0.01,606.3244399,1
165,P1117,0,,,,,P1117,PVC,,,,,,,,P1117,524.0799316,8,130,,0,0,P1117,-1,8,524.08,130,22.41,0.14,0.01,0.02,1,22.41,22.41,22.41,0.14,0.14,0.14,0.01,0.01,0.01,524.0799316,1
166,P1119,0,,,,,P1119,PVC,,,,,,,,P1119,204.6458904,8,130,,0,0,P1119,-1,8,204.65,130,30.47,0.19,0.01,0.03,1,30.47,30.47,30.47,0.19,0.19,0.19,0.01,0.01,0.01,204.6458904,1
167,P1121,0,,,,,P1121,PVC,,,,,,,,P1121,730.1297222,8,130,,0,0,P1121,-1,8,730.13,130,32.84,0.21,0.02,0.03,1,32.84,32.84,32.84,0.21,0.21,0.21,0.02,0.02,0.02,730.1297222,1
168,P1123,0,,,,,P1123,PVC,,,,,,,,P1123,20.37625578,8,130,,0,0,P1123,-1,8,20.38,130,32.84,0.21,0,0.03,1,32.84,32.84,32.84,0.21,0.21,0.21,0,0,0,20.37625578,1
169,P1125,0,,,,,P1125,Asbestos Cement,,,,,,,,P1125,26.92918404,8,130,,0,0,P1125,-1,8,26.93,130,72.81,0.46,0,0.14,1,72.81,72.81,72.81,0.46,0.46,0.46,0,0,0,26.92918404,0
170,P1127,0,,,,,P1127,Asbestos Cement,,,,,,,,P1127,222.1153308,8,130,,0,0,P1127,-1,8,222.12,130,72.81,0.46,0.03,0.14,1,72.81,72.81,72.81,0.46,0.46,0.46,0.03,0.03,0.03,222.1153308,0
171,P1129,0,,,,,P1129,Asbestos Cement,,,,,,,,P1129,67.19330609,8,130,,0,0,P1129,-1,8,67.19,130,72.82,0.46,0.01,0.14,1,72.82,72.82,72.82,0.46,0.46,0.46,0.01,0.01,0.01,67.19330609,0
172,P1131,0,,,,,P1131,Asbestos Cement,,,,,,,,P1131,1129.798196,8,130,,0,0,P1131,-1,8,1129.8,130,72.82,0.46,0.16,0.14,1,72.82,72.82,72.82,0.46,0.46,0.46,0.16,0.16,0.16,1129.798196,0
173,P1133,0,,,,,P1133,Asbestos Cement,,,,,,,,P1133,395.6844227,8,130,,0,0,P1133,-1,8,395.68,130,72.82,0.46,0.06,0.14,1,72.82,72.82,72.82,0.46,0.46,0.46,0.06,0.06,0.06,395.6844227,0
174,P1135,0,,,,,P1135,Asbestos Cement,,,,,,,,P1135,71.96008102,8,130,,0,0,P1135,-1,8,71.96,130,72.82,0.46,0.01,0.14,1,72.82,72.82,72.82,0.46,0.46,0.46,0.01,0.01,0.01,71.96008102,0
175,P1137,0,,,,,P1137,Cast Iron,,,,,,,,P1137,27.69820038,6,130,,0,0,P1137,-1,6,27.7,130,17.43,0.2,0,0.04,1,17.43,17.43,17.43,0.2,0.2,0.2,0,0,0,27.69820038,0
176,P1139,0,,,,,P1139,Cast Iron,,,,,,,,P1139,254.925162,6,130,,0,0,P1139,-1,6,254.93,130,17.43,0.2,0.01,0.04,1,17.43,17.43,17.43,0.2,0.2,0.2,0.01,0.01,0.01,254.925162,0
177,P1141,0,,,,,P1141,Cast Iron,,,,,,,,P1141,43.57065224,6,130,,0,0,P1141,-1,6,43.57,130,10.96,0.12,0,0.02,1,10.96,10.96,10.96,0.12,0.12,0.12,0,0,0,43.57065224,0
178,P1143,0,,,,,P1143,Cast Iron,,,,,,,,P1143,18.73749826,6,130,,0,0,P1143,-1,6,18.74,130,11.1,0.13,0,0.02,1,11.1,11.1,11.1,0.13,0.13,0.13,0,0,0,18.73749826,0
179,P1145,0,,,,,P1145,Cast Iron,,,,,,,,P1145,697.2017257,6,130,,0,0,P1145,-1,6,697.2,130,11.66,0.13,0.01,0.02,1,11.66,11.66,11.66,0.13,0.13,0.13,0.01,0.01,0.01,697.2017257,0
180,P1147,0,,,,,P1147,Asbestos Cement,,,,,,,,P1147,26.88713823,6,130,,0,0,P1147,-1,6,26.89,130,21.46,0.24,0,0.06,1,21.46,21.46,21.46,0.24,0.24,0.24,0,0,0,26.88713823,0
181,P1149,0,,,,,P1149,Asbestos Cement,,,,,,,,P1149,487.3147774,6,130,,0,0,P1149,-1,6,487.31,130,21.46,0.24,0.03,0.06,1,21.46,21.46,21.46,0.24,0.24,0.24,0.03,0.03,0.03,487.3147774,0
182,P1151,0,,,,,P1151,Asbestos Cement,,,,,,,,P1151,240.2653862,6,130,,0,0,P1151,-1,6,240.27,130,21.46,0.24,0.01,0.06,1,21.46,21.46,21.46,0.24,0.24,0.24,0.01,0.01,0.01,240.2653862,0
183,P1153,0,,,,,P1153,Asbestos Cement,,,,,,,,P1153,33.82124993,6,130,,0,0,P1153,-1,6,33.82,130,21.46,0.24,0,0.06,1,21.46,21.46,21.46,0.24,0.24,0.24,0,0,0,33.82124993,0
184,P1155,0,,,,,P1155,Asbestos Cement,,,,,,,,P1155,631.0446813,6,130,,0,0,P1155,-1,6,631.04,130,13.02,0.15,0.02,0.02,1,13.02,13.02,13.02,0.15,0.15,0.15,0.02,0.02,0.02,631.0446813,1
185,P1157,0,,,,,P1157,Asbestos Cement,,,,,,,,P1157,206.976051,6,130,,0,0,P1157,-1,6,206.98,130,34.32,0.39,0.03,0.14,1,34.32,34.32,34.32,0.39,0.39,0.39,0.03,0.03,0.03,206.976051,0
186,P1159,0,,,,,P1159,Asbestos Cement,,,,,,,,P1159,30.94692077,6,130,,0,0,P1159,-1,6,30.95,130,34.32,0.39,0,0.14,1,34.32,34.32,34.32,0.39,0.39,0.39,0,0,0,30.94692077,0
187,P1161,0,,,,,P1161,Galvanized Iron,,,,,,,,P1161,185.6947717,1.5,130,,0,0,P1161,1,1.5,185.69,130,0.14,0.03,0,0,1,0.14,0.14,0.14,0.03,0.03,0.03,0,0,0,185.6947717,0
188,P1163,0,,,,,P1163,Asbestos Cement,,,,,,,,P1163,32.36305057,6,130,,0,0,P1163,1,6,32.36,130,20.05,0.23,0,0.05,1,20.05,20.05,20.05,0.23,0.23,0.23,0,0,0,32.36305057,0
189,P1165,0,,,,,P1165,Asbestos Cement,,,,,,,,P1165,553.5372769,6,130,,0,0,P1165,1,6,553.54,130,20.05,0.23,0.03,0.05,1,20.05,20.05,20.05,0.23,0.23,0.23,0.03,0.03,0.03,553.5372769,0
190,P1167,0,,,,,P1167,Asbestos Cement,,,,,,,,P1167,69.78464434,6,130,,0,0,P1167,1,6,69.78,130,19.91,0.23,0,0.05,1,19.91,19.91,19.91,0.23,0.23,0.23,0,0,0,69.78464434,0
191,P1169,0,,,,,P1169,Asbestos Cement,,,,,,,,P1169,32.05558528,6,130,,0,0,P1169,1,6,32.06,130,17.41,0.2,0,0.04,1,17.41,17.41,17.41,0.2,0.2,0.2,0,0,0,32.05558528,0
192,P1171,0,,,,,P1171,Asbestos Cement,,,,,,,,P1171,669.5070049,6,130,,0,0,P1171,1,6,669.51,130,17.41,0.2,0.03,0.04,1,17.41,17.41,17.41,0.2,0.2,0.2,0.03,0.03,0.03,669.5070049,0
193,P1173,0,,,,,P1173,Asbestos Cement,,,,,,,,P1173,81.93880003,10,130,,0,0,P1173,-1,10,81.94,130,117.97,0.48,0.01,0.12,1,117.97,117.97,117.97,0.48,0.48,0.48,0.01,0.01,0.01,81.93880003,1
194,P1175,0,,,,,P1175,Asbestos Cement,,,,,,,,P1175,96.20202822,10,130,,0,0,P1175,-1,10,96.2,130,117.97,0.48,0.01,0.12,1,117.97,117.97,117.97,0.48,0.48,0.48,0.01,0.01,0.01,96.20202822,1
195,P1177,0,,,,,P1177,Asbestos Cement,,,,,,,,P1177,301.4871907,10,130,,0,0,P1177,-1,10,301.49,130,118.39,0.48,0.04,0.12,1,118.39,118.39,118.39,0.48,0.48,0.48,0.04,0.04,0.04,301.4871907,1
196,P1179,0,,,,,P1179,Asbestos Cement,,,,,,,,P1179,792.2364642,10,130,,0,0,P1179,-1,10,792.24,130,118.39,0.48,0.09,0.12,1,118.39,118.39,118.39,0.48,0.48,0.48,0.09,0.09,0.09,792.2364642,1
197,P1181,0,,,,,P1181,Asbestos Cement,,,,,,,,P1181,31.18835659,10,130,,0,0,P1181,-1,10,31.19,130,118.39,0.48,0,0.12,1,118.39,118.39,118.39,0.48,0.48,0.48,0,0,0,31.18835659,0
198,P1183,0,,,,,P1183,Asbestos Cement,,,,,,,,P1183,551.1132222,10,130,,0,0,P1183,-1,10,551.11,130,123.7,0.51,0.07,0.13,1,123.7,123.7,123.7,0.51,0.51,0.51,0.07,0.07,0.07,551.1132222,0
199,P1185,0,,,,,P1185,Asbestos Cement,,,,,,,,P1185,25.96184501,10,130,,0,0,P1185,-1,10,25.96,130,124.53,0.51,0,0.13,1,124.53,124.53,124.53,0.51,0.51,0.51,0,0,0,25.961845,0
200,P1187,0,,,,,P1187,Asbestos Cement,,,,,,,,P1187,697.5476464,10,130,,0,0,P1187,-1,10,697.55,130,124.53,0.51,0.09,0.13,1,124.53,124.53,124.53,0.51,0.51,0.51,0.09,0.09,0.09,697.5476463,0
